code,name
fr152,Basic French 2
fr192a,French Language 1: Module 1
fr192b,French Language 1: Module 2
fr197,French Culture & Literature: Origins to 1715
fr203,Introduction to Phonetics of French
fr220,French and Francophone Pop Culture
fr250,Intermediate Spoken French
fr250a,Intermediate Spoken French
fr251,French Language 2: Module 1
fr252,French Language 2: Module 2
fr255,Business French 1
fr263,Major Works 1 - France and la francophonie
fr276,Introduction to Literature: Quebec and French Canada
fr291,French Civilization 1
fr292,French Civilization 2
fr296,French Culture & Literature: Origins to 1715
fr297,French Culture & Literature: 1715 to the Present
fr300a,Advanced Spoken French
fr303,Introduction to Linguistics
fr332,17th-Century French Literature
fr332a,17th-Century French Literature
fr332b,17th-Century French Literature
fr343,18th-Century French Literature
fr343a,18th-Century French Literature
fr343b,18th-Century French Literature
fr351,French Language 3
fr352,French Language 3: Module 2
fr353,Introduction to Translation
fr354,19th-Century French Literature
fr354a,19th-Century French Literature
fr354b,19th-Century French Literature
fr355,Business French 2
fr363,20th-Century French Literature
fr363a,20th-Century French Literature
fr363b,20th-Century French Literature
fr365,French Theatre
fr367,21st-Century French Literature
fr373,Languages in Contact: The History of French-English Bilingualism
fr375,Quebec Literature
fr392a,French Language Practice
fr392b,French Language Practice
fr393a,"French Civilization, 20th-Century French History"
fr393b,"French Civilization, 20th-Century French History"
fr395a,French Thought
fr395b,French Thought
fr399a,Independent Cultural Study
fr400,Advanced Translation
fr400a,Advanced Spoken French 4
fr403,Topics in Linguistics
fr409,Medieval French Language
fr410,Medieval French Literature
fr410a,Medieval French Literature
fr410b,Medieval French Literature
fr424,16th-Century French Literature
fr424a,16th-Century French Literature
fr424b,16th-Century French Literature
fr452,Advanced French Language
fr471,Francophone Literatures in Canada
fr471a,French-Canadian Literature
fr471b,French-Canadian Literature
fr473,Aspects of French Canada
fr482,Study of Individual Authors
fr483,Introduction to Literary Theory
fr484,Children's Literature in French
fr485,French Women Writers
fr486,Topics in French and Francophone Cultural Studies
fr487,African and Caribbean French Literature
fr488,Francophone Literature and Psychoanalytic Theory
fr490,Senior Tutorials
fr491,Senior Tutorials
fr492,Senior Tutorials
fr493,Senior Tutorials
fr494,Senior Tutorials
fr495,Senior Tutorials
fr496,Senior Tutorials
fr497,Senior Tutorials
fr498,Senior Tutorials
fr600,Research Methods and Professional Communication in French Studies
fr601,Language
fr603,Linguistics
fr605,Community Fieldwork in French
fr606,Research or Professional Practicum in French
fr611,Old French Language & Literature
fr621,Renaissance Literature
fr631,17th-Century Literature
fr641,18th-Century Literature
fr651,19th-Century Literature
fr661,20th-Century Literature
fr671,French-Canadian Literature
fr681,Critical Methods - Theory of Literature
fr685,Studies in Selected Topics
fr687,Topics in North African Literature
ga200,Introduction to Global Affairs
ga390,Special Topics in Global Affairs
ga400,Capstone in Global Affairs
ga490,Special Topics in Global Affairs
gbda101,Introduction to Digital Media Design
gbda102,Introduction to Global Business
gbda103,User Experience Design
gbda201,Digital Media Project 1
gbda202,Digital Media Project 2
gbda203,Introduction to Digital Culture
gbda204,Working in Teams and Project Management
gbda205,Quantitative Methods
gbda206,Introduction to Business Financials
gbda207,Global Development and Business
gbda210,Introduction to User Experience Design
gbda211,Introduction to Global Business
gbda212,Portfolio and Professional Communication
gbda228,Digital Imaging for Online Applications
gbda229,Hybrid Digital Media
gbda301,Global Digital Project 1
gbda302,Global Digital Project 2
gbda303,Data and Society
gbda304,Marketing in the Digital World
gbda305,Global Development and Business
gbda306,Ethics and Values in Design
gbda307,Organizational Behaviour
gbda308,Entrepreneurship
gbda310,Advanced User Experience Design and Research
gbda311,Introduction to Business Financials
gbda312,Internship
gbda365,Study Abroad
gbda401,Cross-Cultural Digital Business 1
gbda402,Capstone Course: Cross-Cultural Digital Business
gbda403,Extended E-portfolio 1
gbda404,Extended E-Portfolio 2
gbda405,Strategic Management
gbda410,Seminar in User Experience Research
gbda412,Special Topics in Digital Cultures
gbda413,Special Topics in Design and Society
gbda414,Special Topics in Interaction Design
gbda465,Study Abroad
gemcc600,Fundamentals of Climate Change
gemcc601,Climate Change: Physical Science Basis
gemcc602,Climate Change Vulnerability and Adaptation
gemcc603,Climate Change Mitigation
gemcc605,Climate Change and Society
gemcc610,"Climate Prediction, Modeling and Scenarios"
gemcc614,Climate Services
gemcc620,Climate Data and Analytics
gemcc621,Advanced Climate Change Adaptation
gemcc622,"Climate Change, Natural Hazards and Disaster Risk Reduction"
gemcc630,Land Use and the Carbon Cycle
gemcc640,Climate Change Governance: From Global Treaties to Local Innovation
gemcc642,Climate Compatible Development
gemcc644,Climate Resilient Canadians and Health Systems
gemcc650,Business and Climate Change
gemcc652,Climate Change and Community Planning
gemcc653,Sustainability Transitions in Cities
gemcc660,Carbon Accounting and Management
gemcc675,Selected Topics in Climate Change
gemcc690,Climate Change Projects
gemcc694,Climate Change Special Topics
gene101,Strategies and Skills for Academic Success
gene119,First-Year Engineering Seminar
gene120,First-Year Engineering Seminar
gene121,Digital Computation
gene123,Electrical Circuits and Instrumentation
gene167,Introduction to Methods of Electrical and Computer Engineering
gene191,Communication in the Engineering Profession
gene199,Special Topics in First-Year Engineering
gene21a,Topics for Technical Courses Taken on Exchange by Architecture Students
gene21b,Topics for Technical Courses Taken on Exchange by Biomedical Engineering Students
gene21c,Topics for Technical Courses Taken on Exchange by Chemical Engineering Students
gene21d,Topics for Technical Courses Taken on Exchange by Systems Design Engineering Students
gene21e,Topics for Technical Courses Taken on Exchange by Electrical Engineering Students
gene21i,Topics for Technical Courses Taken on Exchange by Environmental Engineering Students
gene21k,Topics for Technical Courses Taken on Exchange by Civil Engineering Students
gene21l,Topics for Technical Courses Taken on Exchange by Geological Engineering Students
gene21m,Topics for Technical Courses Taken on Exchange by Mechanical Engineering Students
gene21n,Topics for Technical Courses Taken on Exchange by Nanotechnology Engineering Students
gene21q,Topics for Technical Courses Taken on Exchange by Computer Engineering Students
gene21r,Topics for Technical Courses Taken on Exchange by Architectural Engineering Students
gene21s,Topics for Technical Courses Taken on Exchange by Software Engineering Students
gene21t,Topics for Technical Courses Taken on Exchange by Mechatronics Engineering Students
gene21u,Topics for Technical Courses Taken on Exchange by Management Engineering Students
gene22a,Topics for List A Complementary Studies Courses Taken on Exchange by Engineering Students
gene22b,Topics for List B Complementary Studies Courses Taken on Exchange by Engineering Students
gene22c,Topics for List C Complementary Studies Courses Taken on Exchange by Engineering Students
gene22d,Topics for List D Complementary Studies Courses Taken on Exchange by Engineering Students
gene23e,Topics for Natural Science Elective Courses Taken on Exchange by Electrical Engineering Students
gene23k,Topics for Natural Science Elective Courses Taken on Exchange by Civil Engineering Students
gene23q,Topics for Natural Science Elective Courses Taken on Exchange by Computer Engineering Students
gene23r,Topics for Natural Science Elective Courses Taken on Exchange by Architectural Engineering Students
gene23s,Topics for Natural Science Elective Courses Taken on Exchange by Software Engineering Students
gene298,Special Complementary Studies Topics
gene299,Special Topics in Second-Year Engineering
gene301,Special Directed Studies
gene302,Special Directed Studies
gene303,International Studies in Engineering
gene310a,Topics for Technical Courses Taken on Exchange by Architecture Students
gene310e,Topics for Technical Courses Taken on Exchange by Engineering Students
gene311a,Topics for List A Complementary Studies Courses Taken on Exchange by Engineering Students
gene311b,Topics for List B Complementary Studies Courses Taken on Exchange by Engineering Students
gene311c,Topics for List C Complementary Studies Courses Taken on Exchange by Engineering Students
gene311d,Topics for List D Complementary Studies Courses Taken on Exchange by Engineering Students
gene312e,Topics for Natural Science Elective Courses Taken on Exchange by Engineering Students
gene315,Special Directed Non-Technical Studies
gene395,Engineering Study Abroad
gene396,Engineering Study Abroad
gene397,Engineering Study Abroad
gene399,Special Topics in Third-Year Engineering
gene401,Special Directed Studies
gene402,Special Directed Studies
gene403,Interdisciplinary Design Project 1
gene404,Interdisciplinary Design Project 2
gene411,Engineering Law and Ethics
gene412,Ethics and the Engineering Profession
gene415,Special Directed Non-Technical Studies
gene499,Special Topics in Fourth-Year Engineering
gene501,Directed Studies for Visiting Exchange Students
gene502,Directed Studies for Visiting Exchange Students
gene503,Directed Studies for Visiting Exchange Students
gene599,Special Topics in Engineering
geoe100,Environmental and Geological Engineering Concepts
geoe115,Linear Algebra
geoe121,Computational Methods
geoe123,Electrical Circuits and Instrumentation
geoe153,Earth Engineering
geoe221,Advanced Calculus
geoe223,Differential Equations and Balance Laws
geoe224,Probability and Statistics
geoe280,Fluid Mechanics
geoe298,Seminar
geoe299,Seminar
geoe353,Geotechnical Engineering 1
geoe354,Geotechnical Engineering 2
geoe391,Law and Ethics for Environmental and Geological Engineers
geoe392,Economics and Life Cycle Cost Analysis
geoe398,Seminar
geoe399,Seminar
geoe400,Geological Engineering Design Project 1
geoe401,Geological Engineering Design Project 2
geoe495,Design Intensive Special Topics in Geological Engineering
geoe497,Special Topics in Geological Engineering
geoe498,Seminar
geoe499,Seminar
geoe554,Geotechnical Engineering 3
geog100,On Becoming a Geographer
geog101,"Human Geographies: People, Space and Change"
geog101w,Intro Physical Geography(WLU)
geog102,Global Environmental Systems: Processes and Change
geog102w,Intro to Human Geography (WLU)
geog165,Computer Cartography: Principles and Design
